id,category,sentence
926,사회,사과는 했는데 책임은 없대.
927,사회,투표는 했는데 결과는 항상 똑같네?
928,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
929,사회,이해충돌? 그건 권력자에겐 예외지.
930,사회,위기를 기회로 만든다며 남의 집을 태우더라.
931,사회,공정은 우리 편일 때만 외치는 거지.
932,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
933,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
934,사회,정치는 국민이 아니라 이미지 싸움이더라.
935,사회,세금은 잘도 걷는데 복지는 사라졌네?
936,사회,사과는 했는데 책임은 없대.
937,사회,투표는 했는데 결과는 항상 똑같네?
938,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
939,사회,이해충돌? 그건 권력자에겐 예외지.
940,사회,위기를 기회로 만든다며 남의 집을 태우더라.
941,사회,공정은 우리 편일 때만 외치는 거지.
942,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
943,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
944,사회,정치는 국민이 아니라 이미지 싸움이더라.
945,사회,세금은 잘도 걷는데 복지는 사라졌네?
946,사회,사과는 했는데 책임은 없대.
947,사회,투표는 했는데 결과는 항상 똑같네?
948,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
949,사회,이해충돌? 그건 권력자에겐 예외지.
950,사회,위기를 기회로 만든다며 남의 집을 태우더라.
951,사회,공정은 우리 편일 때만 외치는 거지.
952,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
953,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
954,사회,정치는 국민이 아니라 이미지 싸움이더라.
955,사회,세금은 잘도 걷는데 복지는 사라졌네?
956,사회,사과는 했는데 책임은 없대.
957,사회,투표는 했는데 결과는 항상 똑같네?
958,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
959,사회,이해충돌? 그건 권력자에겐 예외지.
960,사회,위기를 기회로 만든다며 남의 집을 태우더라.
961,사회,공정은 우리 편일 때만 외치는 거지.
962,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
963,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
964,사회,정치는 국민이 아니라 이미지 싸움이더라.
965,사회,세금은 잘도 걷는데 복지는 사라졌네?
966,사회,사과는 했는데 책임은 없대.
967,사회,투표는 했는데 결과는 항상 똑같네?
968,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
969,사회,이해충돌? 그건 권력자에겐 예외지.
970,사회,위기를 기회로 만든다며 남의 집을 태우더라.
971,사회,공정은 우리 편일 때만 외치는 거지.
972,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
973,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
974,사회,정치는 국민이 아니라 이미지 싸움이더라.
975,사회,세금은 잘도 걷는데 복지는 사라졌네?
976,사회,사과는 했는데 책임은 없대.
977,사회,투표는 했는데 결과는 항상 똑같네?
978,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
979,사회,이해충돌? 그건 권력자에겐 예외지.
980,사회,위기를 기회로 만든다며 남의 집을 태우더라.
981,사회,공정은 우리 편일 때만 외치는 거지.
982,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
983,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
984,사회,정치는 국민이 아니라 이미지 싸움이더라.
985,사회,세금은 잘도 걷는데 복지는 사라졌네?
986,사회,사과는 했는데 책임은 없대.
987,사회,투표는 했는데 결과는 항상 똑같네?
988,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
989,사회,이해충돌? 그건 권력자에겐 예외지.
990,사회,위기를 기회로 만든다며 남의 집을 태우더라.
991,사회,공정은 우리 편일 때만 외치는 거지.
992,사회,"노력하면 다 된대, 그 노력은 왜 대물림되는데?"
993,사회,언론 자유가 있긴 해. 다만 누가 주인인지는 모르겠지만.
994,사회,정치는 국민이 아니라 이미지 싸움이더라.
995,사회,세금은 잘도 걷는데 복지는 사라졌네?
996,사회,사과는 했는데 책임은 없대.
997,사회,투표는 했는데 결과는 항상 똑같네?
998,사회,"미래세대를 위한 정책이라더니, 정작 미래세대는 못 살아남아."
999,사회,이해충돌? 그건 권력자에겐 예외지.
1000,사회,위기를 기회로 만든다며 남의 집을 태우더라.
